live_detail_id,live_id,sort,color,performers,special_keys,jp_name,name,difficulty,level,duration,Tap,Long,Flick,Slide
2114,62,9004,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,ハイファイ☆デイズ,Hi-fi☆Days,11,7,124.397906,107,60,0,0
2115,62,9004,4,"Sakurai Momoka, Sasaki Chie, Ryuzaki Kaoru, Akagi Miria, Ichihara Nina",,ハイファイ☆デイズ,Hi-fi☆Days,12,15,124.397906,155,66,53,67
2116,302,9005,4,"Nitta Minami, Tachibana Arisu, Sagisawa Fumika, Takamori Aiko, Aiba Yumi",,生存本能ヴァルキュリア,Seizon Honnou Valkyria,11,6,128.089888,84,64,0,0
2117,302,9005,4,"Nitta Minami, Tachibana Arisu, Sagisawa Fumika, Takamori Aiko, Aiba Yumi",,生存本能ヴァルキュリア,Seizon Honnou Valkyria,12,16,128.089888,183,44,20,145
2123,413,2034,1,"Domyoji Karin, Takamori Aiko",,ほほえみDiary,Hohoemi Diary,1,7,127.333333,59,48,0,0
2124,413,2034,1,"Domyoji Karin, Takamori Aiko",,ほほえみDiary,Hohoemi Diary,2,13,127.333333,165,28,0,0
2125,413,2034,1,"Domyoji Karin, Takamori Aiko",,ほほえみDiary,Hohoemi Diary,3,18,127.333333,247,96,42,0
2126,413,2034,1,"Domyoji Karin, Takamori Aiko",,ほほえみDiary,Hohoemi Diary,4,26,127.333333,317,201,116,0
2127,98,3055,1,Hayasaka Mirei,solo,Claw My Heart,Claw My Heart,1,7,120.634921,57,50,0,0
2128,98,3055,1,Hayasaka Mirei,solo,Claw My Heart,Claw My Heart,2,13,120.634921,114,66,0,0
2129,98,3055,1,Hayasaka Mirei,solo,Claw My Heart,Claw My Heart,3,18,120.634921,292,54,44,0
2130,98,3055,1,Hayasaka Mirei,solo,Claw My Heart,Claw My Heart,4,27,120.634921,395,160,227,0
2131,403,2029,1,"Shiragiku Hotaru, Takafuji Kako",,幸せの法則 ～ルール～,Shiawase no Rule,5,28,130.212766,247,74,267,191
2132,322,1030,4,"Shimamura Uzuki, Shibuya Rin, Tada Riina, Honda Mio, Jougasaki Mika",,Treasure☆,Treasure☆,5,29,124.6875,0,215,628,88
2133,407,2030,2,"Kawashima Mizuki, Murakami Tomoe",,Gaze and Gaze,Gaze and Gaze,5,30,129.130435,658,42,164,124
2134,801,8001,4,"Mimura Kanako, Maekawa Miku, Kawashima Mizuki, Shirasaka Koume",collab,キミとボクのミライ,Kimi to Boku no Mirai,5,29,115.955056,323,139,352,105
2135,408,2031,3,"Yuki Haru, Matoba Risa",,輝け ! ビートシューター,Kagayake! Beat Shooter,5,29,126.923077,582,94,220,97
2136,802,8002,4,"Ogata Chieri, Tada Riina, Jougasaki Rika",collab,エンジェル ドリーム,Angel Dream,5,29,126.0,508,217,273,0
2137,403,2029,1,"Shiragiku Hotaru, Takafuji Kako",,幸せの法則 ～ルール～,Shiawase no Rule,101,28,130.212766,234,72,267,191
2138,407,2030,2,"Kawashima Mizuki, Murakami Tomoe",,Gaze and Gaze,Gaze and Gaze,101,30,129.130435,650,42,162,124
2139,408,2031,3,"Yuki Haru, Matoba Risa",,輝け ! ビートシューター,Kagayake! Beat Shooter,101,29,126.923077,582,118,220,76
2140,844,8044,2,Takagaki Kaede,collab,鳥の詩,Tori no Uta,1,6,140.540541,40,62,0,0
2141,844,8044,2,Takagaki Kaede,collab,鳥の詩,Tori no Uta,2,13,140.540541,149,76,0,0
2142,844,8044,2,Takagaki Kaede,collab,鳥の詩,Tori no Uta,3,17,140.540541,196,126,8,0
2143,844,8044,2,Takagaki Kaede,collab,鳥の詩,Tori no Uta,4,25,140.540541,140,222,159,0
2144,845,8045,2,Nitta Minami,collab,アルカテイル,Alkatale,1,7,131.333333,44,68,0,0
2145,845,8045,2,Nitta Minami,collab,アルカテイル,Alkatale,2,13,131.333333,118,62,0,0
2146,845,8045,2,Nitta Minami,collab,アルカテイル,Alkatale,3,17,131.333333,240,76,26,0
2147,845,8045,2,Nitta Minami,collab,アルカテイル,Alkatale,4,25,131.333333,343,163,124,0
2148,102,3059,1,Mizumoto Yukari,solo,私色のプレリュード,Watashiiro no Prelude,1,6,125.255474,38,50,0,0
2149,102,3059,1,Mizumoto Yukari,solo,私色のプレリュード,Watashiiro no Prelude,2,13,125.255474,116,58,0,0
2150,102,3059,1,Mizumoto Yukari,solo,私色のプレリュード,Watashiiro no Prelude,3,17,125.255474,160,96,31,0
2151,102,3059,1,Mizumoto Yukari,solo,私色のプレリュード,Watashiiro no Prelude,4,22,125.255474,223,103,78,0
2152,846,8046,1,"Kurosaki Chitose, Shirayuki Chiyo",collab,時を刻む唄,Toki o Kizamu Uta,1,7,129.988884,41,40,0,0
2153,846,8046,1,"Kurosaki Chitose, Shirayuki Chiyo",collab,時を刻む唄,Toki o Kizamu Uta,2,13,129.988884,133,32,0,0
2154,846,8046,1,"Kurosaki Chitose, Shirayuki Chiyo",collab,時を刻む唄,Toki o Kizamu Uta,3,18,129.988884,267,64,12,0
2155,846,8046,1,"Kurosaki Chitose, Shirayuki Chiyo",collab,時を刻む唄,Toki o Kizamu Uta,4,25,129.988884,193,155,149,0
2156,847,8047,1,Ogata Chieri,collab,"My Soul, Your Beats!",My Soul Your Beats!,1,6,127.448276,63,26,0,0
2157,847,8047,1,Ogata Chieri,collab,"My Soul, Your Beats!",My Soul Your Beats!,2,11,127.448276,90,64,0,0
2158,847,8047,1,Ogata Chieri,collab,"My Soul, Your Beats!",My Soul Your Beats!,3,17,127.448276,153,194,8,0
2159,847,8047,1,Ogata Chieri,collab,"My Soul, Your Beats!",My Soul Your Beats!,4,26,127.448276,353,243,50,0
2164,617,9909,2,"Ichinose Shiki, Kamiya Nao, Matoba Risa, Sato Shin, Kurosaki Chitose",,オウムアムアに幸運を,Oumuamua ni Kouun wo,5,29,121.333333,521,86,114,91
2165,416,9909,2,"Ichinose Shiki, Kamiya Nao, Matoba Risa, Sato Shin, Kurosaki Chitose",,オウムアムアに幸運を,Oumuamua ni Kouun o,1,6,121.333333,64,34,0,0
2166,416,9909,2,"Ichinose Shiki, Kamiya Nao, Matoba Risa, Sato Shin, Kurosaki Chitose",,オウムアムアに幸運を,Oumuamua ni Kouun o,2,13,121.333333,128,48,0,0
2167,416,9909,2,"Ichinose Shiki, Kamiya Nao, Matoba Risa, Sato Shin, Kurosaki Chitose",,オウムアムアに幸運を,Oumuamua ni Kouun o,3,19,121.333333,208,165,49,0
2168,416,9909,2,"Ichinose Shiki, Kamiya Nao, Matoba Risa, Sato Shin, Kurosaki Chitose",,オウムアムアに幸運を,Oumuamua ni Kouun o,4,26,121.333333,445,111,152,0
2173,618,5038,1,"Mimura Kanako, Seki Hiromi, Yusa Kozue, Hori Yuko, Hisakawa Nagi",,Sing the Prologue♪,Sing the Prologue♪,5,28,127.058824,309,110,164,276
2174,208,3208,2,Tada Riina,solo2,Sparkling Girl,Sparkling Girl,1,8,125.16129,58,58,0,0
2175,208,3208,2,Tada Riina,solo2,Sparkling Girl,Sparkling Girl,2,13,125.16129,97,100,0,0
2176,208,3208,2,Tada Riina,solo2,Sparkling Girl,Sparkling Girl,3,19,125.16129,283,96,46,0
2177,208,3208,2,Tada Riina,solo2,Sparkling Girl,Sparkling Girl,4,27,125.16129,383,142,220,0
2178,100,3057,3,Yumemi Riamu,solo,OTAHEN アンセム,OTAHEN Anthem,11,9,130.461538,126,102,0,0
2179,100,3057,3,Yumemi Riamu,solo,OTAHEN アンセム,OTAHEN Anthem,12,17,130.461538,152,79,63,85
2180,306,9006,4,"Fujimoto Rina, Matsunaga Ryo, Yamato Aki, Kimura Natsuki, Mukai Takumi",,純情Midnight伝説,Junjou Midnight Densetsu,11,7,127.719298,105,76,0,0
2181,306,9006,4,"Fujimoto Rina, Matsunaga Ryo, Yamato Aki, Kimura Natsuki, Mukai Takumi",,純情Midnight伝説,Junjou Midnight Densetsu,12,17,129.122807,223,17,51,145
2186,619,9032,1,"Ogata Chieri, Yusa Kozue, Sajo Yukimi, Yorita Yoshino",,太陽の絵の具箱,Taiyou no E no Gubako,5,28,128.0,253,35,138,151
2187,417,9032,1,"Ogata Chieri, Yusa Kozue, Sajo Yukimi, Yorita Yoshino",,太陽の絵の具箱,Taiyou no E no Gubako,1,5,128.0,41,26,0,0
2188,417,9032,1,"Ogata Chieri, Yusa Kozue, Sajo Yukimi, Yorita Yoshino",,太陽の絵の具箱,Taiyou no E no Gubako,2,10,128.0,83,50,0,0
2189,417,9032,1,"Ogata Chieri, Yusa Kozue, Sajo Yukimi, Yorita Yoshino",,太陽の絵の具箱,Taiyou no E no Gubako,3,17,128.0,133,76,28,0
2190,417,9032,1,"Ogata Chieri, Yusa Kozue, Sajo Yukimi, Yorita Yoshino",,太陽の絵の具箱,Taiyou no E no Gubako,4,24,128.0,188,123,105,0
2195,616,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,5,29,136.179775,513,168,207,110
2196,415,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,1,9,136.179775,94,40,0,0
2197,415,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,2,13,136.179775,142,52,0,0
2198,415,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,3,18,136.179775,199,156,46,0
2199,415,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,4,26,136.179775,353,221,70,0
2200,415,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,21,27,136.179775,402,0,19,337
2201,415,9031,4,"Nakano Yuka, Maekawa Miku, Matsunaga Ryo, Yamato Aki, Himekawa Yuki",,Joker,Joker,22,31,136.179775,636,0,35,268
2202,99,3056,2,Fujiwara Hajime,solo,あらかねの器,Arakane no Utsuwa,11,6,134.666667,67,66,0,0
2203,99,3056,2,Fujiwara Hajime,solo,あらかねの器,Arakane no Utsuwa,12,16,137.333333,82,17,68,163
2204,307,9007,4,"Kohinata Miho, Ogata Chieri, Sakuma Mayu, Tada Riina, Hojo Karen",,Love∞Destiny,Love Destiny,11,5,126.26087,60,40,0,0
2205,307,9007,4,"Kohinata Miho, Ogata Chieri, Sakuma Mayu, Tada Riina, Hojo Karen",,Love∞Destiny,Love Destiny,12,17,126.26087,75,61,63,192
2206,405,9026,4,"Shiragiku Hotaru, Mifune Miyu, Hamaguchi Ayame",,印象,Inshou,5,27,127.5,325,165,106,61
2207,201,3201,1,Shimamura Uzuki,solo2,はにかみdays,Hamikami days,5,28,126.0,304,141,157,202
2208,411,2033,2,"Abe Nana, Kamiya Nao, Araki Hina",,オタク is LOVE!,Otaku is LOVE!,5,29,130.815584,383,167,368,80
2209,202,3202,2,Shibuya Rin,solo2,AnemoneStar,AnemoneStar,5,28,127.586207,394,141,164,92
2210,409,2032,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,Great Journey,Great Journey,5,31,116.170213,549,152,343,118
2211,203,3203,3,Honda Mio,solo2,ステップ !,Step!,5,28,129.056604,566,49,156,139
2212,405,9026,4,"Shiragiku Hotaru, Mifune Miyu, Hamaguchi Ayame",,印象,Inshou,101,27,127.5,345,165,58,61
2213,411,2033,2,"Abe Nana, Kamiya Nao, Araki Hina",,オタク is LOVE!,Otaku is LOVE!,101,29,130.815584,383,169,368,78
2214,409,2032,4,"Shimamura Uzuki, Shibuya Rin, Honda Mio",,Great Journey,Great Journey,101,31,117.446809,548,152,341,118
2215,848,8048,2,Ninomiya Asuka,collab,スカイクラッドの観測者,Sky Clad no Kansokusha,1,7,130.778443,59,46,0,0
2216,848,8048,2,Ninomiya Asuka,collab,スカイクラッドの観測者,Sky Clad no Kansokusha,2,13,130.778443,77,88,0,0
2217,848,8048,2,Ninomiya Asuka,collab,スカイクラッドの観測者,Sky Clad no Kansokusha,3,18,130.778443,235,77,30,0
2218,848,8048,2,Ninomiya Asuka,collab,スカイクラッドの観測者,Sky Clad no Kansokusha,4,25,130.778443,355,122,82,0
2219,849,8049,2,Kanzaki Ranko,collab,Hacking to the Gate,Hacking to the Gate,1,6,126.708075,37,54,0,0
2220,849,8049,2,Kanzaki Ranko,collab,Hacking to the Gate,Hacking to the Gate,2,13,126.708075,100,84,0,0
2221,849,8049,2,Kanzaki Ranko,collab,Hacking to the Gate,Hacking to the Gate,3,18,126.708075,216,87,73,0
2222,849,8049,2,Kanzaki Ranko,collab,Hacking to the Gate,Hacking to the Gate,4,26,126.708075,381,144,172,0
2227,620,2035,3,"Koseki Reina, Nanjo Hikaru",,ヒーローヴァーサスレイナンジョー,Hero Versus Reinanjou,5,28,132.151899,380,104,234,204
2228,418,2035,3,"Koseki Reina, Nanjo Hikaru",,ヒーローヴァーサスレイナンジョー,Hero Versus Reinanjou,1,7,132.151899,77,36,0,0
2229,418,2035,3,"Koseki Reina, Nanjo Hikaru",,ヒーローヴァーサスレイナンジョー,Hero Versus Reinanjou,2,13,132.151899,122,66,0,0
2230,418,2035,3,"Koseki Reina, Nanjo Hikaru",,ヒーローヴァーサスレイナンジョー,Hero Versus Reinanjou,3,18,132.151899,186,169,35,0
2231,418,2035,3,"Koseki Reina, Nanjo Hikaru",,ヒーローヴァーサスレイナンジョー,Hero Versus Reinanjou,4,26,132.151899,366,126,273,0
2232,104,3061,3,Kita Hinako,solo,世界滅亡 or KISS,Sekai Metsubou or KISS,1,6,127.498445,45,36,0,0
2233,104,3061,3,Kita Hinako,solo,世界滅亡 or KISS,Sekai Metsubou or KISS,2,12,127.498445,87,62,0,0
2234,104,3061,3,Kita Hinako,solo,世界滅亡 or KISS,Sekai Metsubou or KISS,3,17,127.498445,207,66,40,0
2235,104,3061,3,Kita Hinako,solo,世界滅亡 or KISS,Sekai Metsubou or KISS,4,26,127.498445,461,112,110,0
2240,621,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,5,29,140.0,533,72,324,53
2243,419,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,1,8,140.0,98,38,0,0
2244,419,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,2,14,140.0,167,52,0,0
2245,419,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,3,18,140.0,193,104,104,0
2246,419,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,4,26,140.0,302,196,239,0
2247,419,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,21,25,140.0,363,0,11,132
2248,419,9033,4,"Igarashi Kyoko, Munakata Atsumi, Ichinose Shiki, Kawashima Mizuki, Hojo Karen, Takafuji Kako, Ootsuki Yui, Sato Shin, Yumemi Riamu",,Go Just Go!,Go Just Go!,22,30,140.0,524,0,52,298
2249,211,3211,3,Takamori Aiko,solo2,青空リレーション,Aozora Relation,1,8,122.666667,105,18,0,0
2250,211,3211,3,Takamori Aiko,solo2,青空リレーション,Aozora Relation,2,13,122.666667,173,14,0,0
2251,211,3211,3,Takamori Aiko,solo2,青空リレーション,Aozora Relation,3,18,122.666667,192,131,48,0
2252,211,3211,3,Takamori Aiko,solo2,青空リレーション,Aozora Relation,4,26,122.666667,321,136,166,0
2253,711,7011,4,,mix,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,1,7,199.343433,123,44,0,0
2254,711,7011,4,,mix,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,2,13,199.343433,293,36,0,0
2255,711,7011,4,,mix,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,3,18,199.343433,513,88,165,0
2256,711,7011,4,,mix,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,CINDERELLA NONSTOP MEDLEY -DJ KOO Mix-,4,27,199.343433,562,288,493,0
2257,853,8053,4,,collab,TRF×CG -DJ KOO Mix-,TRF×CG -DJ KOO Mix-,1,8,210.626683,113,90,0,0
2258,853,8053,4,,collab,TRF×CG -DJ KOO Mix-,TRF×CG -DJ KOO Mix-,2,13,210.626683,194,124,0,0
2259,853,8053,4,,collab,TRF×CG -DJ KOO Mix-,TRF×CG -DJ KOO Mix-,3,18,210.626683,314,172,52,0
2260,853,8053,4,,collab,TRF×CG -DJ KOO Mix-,TRF×CG -DJ KOO Mix-,4,25,210.626683,330,189,270,0
2261,712,7012,4,,mix,TAKU INOUE SELECTION!!!! feat.DJ KOO,TAKU INOUE SELECTION!!!! feat.DJ KOO,1,9,217.491412,226,50,0,0
2262,712,7012,4,,mix,TAKU INOUE SELECTION!!!! feat.DJ KOO,TAKU INOUE SELECTION!!!! feat.DJ KOO,2,14,217.491412,359,94,0,0
2263,712,7012,4,,mix,TAKU INOUE SELECTION!!!! feat.DJ KOO,TAKU INOUE SELECTION!!!! feat.DJ KOO,3,19,217.491412,465,128,136,0
2264,712,7012,4,,mix,TAKU INOUE SELECTION!!!! feat.DJ KOO,TAKU INOUE SELECTION!!!! feat.DJ KOO,4,28,217.491412,541,339,705,0
2265,103,3060,1,Munakata Atsumi,solo,オヤマトペ♪,Oyamatope♪,1,8,124.017857,92,34,0,0
2266,103,3060,1,Munakata Atsumi,solo,オヤマトペ♪,Oyamatope♪,2,12,124.017857,130,66,0,0
2267,103,3060,1,Munakata Atsumi,solo,オヤマトペ♪,Oyamatope♪,3,18,124.017857,232,169,69,0
2268,103,3060,1,Munakata Atsumi,solo,オヤマトペ♪,Oyamatope♪,4,26,122.142857,404,0,323,0
2269,413,2034,1,"Domyoji Karin, Takamori Aiko",,ほほえみDiary,Hohoemi Diary,5,28,127.333333,468,97,230,112
2270,95,9908,1,Fujimoto Rina,,LOVE☆ハズカム,LOVE Has Come,5,28,117.372263,273,256,119,138
2271,412,9028,4,"Koshimizu Sachiko, Shiomi Syuko, Aiba Yumi",,不埒なCANVAS,Furachi na CANVAS,5,29,127.826087,520,136,142,118
2272,349,1039,2,Takagaki Kaede,,こいかぜ -花葉-,Koikaze -Hanaba-,5,29,123.75,182,27,125,444
2273,410,9029,4,"Kobayakawa Sae, Shirasaka Koume, Natalia",,Athanasia,Athanasia,5,29,129.454545,412,60,209,216
2274,94,9907,3,Mukai Takumi,,炎の華,Honoo no Hana,5,30,134.042553,815,17,117,50
2275,413,2034,1,"Domyoji Karin, Takamori Aiko",,ほほえみDiary,Hohoemi Diary,101,28,127.333333,466,91,230,112
2276,412,9028,4,"Koshimizu Sachiko, Shiomi Syuko, Aiba Yumi",,不埒なCANVAS,Furachi na CANVAS,101,29,127.826087,511,142,142,118
2277,410,9029,4,"Kobayakawa Sae, Shirasaka Koume, Natalia",,Athanasia,Athanasia,101,29,129.454545,412,56,203,218
2282,622,2036,1,"Koshimizu Sachiko, Shirasaka Koume, Hoshi Syoko",,オレンジタイム,Orange Time,5,28,115.285714,441,120,139,120
2283,420,2036,1,"Koshimizu Sachiko, Shirasaka Koume, Hoshi Syoko",,オレンジタイム,Orange Time,1,8,115.285714,102,12,0,0
2284,420,2036,1,"Koshimizu Sachiko, Shirasaka Koume, Hoshi Syoko",,オレンジタイム,Orange Time,2,13,115.285714,159,12,0,0
2285,420,2036,1,"Koshimizu Sachiko, Shirasaka Koume, Hoshi Syoko",,オレンジタイム,Orange Time,3,18,115.285714,314,44,22,0
2286,420,2036,1,"Koshimizu Sachiko, Shirasaka Koume, Hoshi Syoko",,オレンジタイム,Orange Time,4,25,115.285714,393,80,130,0
2292,424,1058,4,"Kiryu Tsukasa, Tsujino Akari, Sunazuka Akira",,Brand new!,Brand new!,1,7,123.529412,94,30,0,0
2293,424,1058,4,"Kiryu Tsukasa, Tsujino Akari, Sunazuka Akira",,Brand new!,Brand new!,2,13,123.529412,168,18,0,0
2294,424,1058,4,"Kiryu Tsukasa, Tsujino Akari, Sunazuka Akira",,Brand new!,Brand new!,3,19,123.529412,308,64,61,0
2295,424,1058,4,"Kiryu Tsukasa, Tsujino Akari, Sunazuka Akira",,Brand new!,Brand new!,4,26,123.529412,293,141,297,0
2296,98,3055,1,Hayasaka Mirei,solo,Claw My Heart,Claw My Heart,11,7,120.31746,93,64,0,0
2297,98,3055,1,Hayasaka Mirei,solo,Claw My Heart,Claw My Heart,12,16,120.31746,115,30,53,133
2298,313,9009,4,"Ogata Chieri, Kawashima Mizuki, Hojo Karen, Ootsuki Yui, Jougasaki Rika",,BEYOND THE STARLIGHT,BEYOND THE STARLIGHT,11,7,122.057143,79,68,0,0
2299,313,9009,4,"Ogata Chieri, Kawashima Mizuki, Hojo Karen, Ootsuki Yui, Jougasaki Rika",,BEYOND THE STARLIGHT,BEYOND THE STARLIGHT,12,15,122.057143,151,21,47,107
2300,209,3209,1,Mimura Kanako,solo2,おかしな国のおかし屋さん,Okashi na Kuni no Okashiyasan,1,7,130.064516,81,14,0,0
2301,209,3209,1,Mimura Kanako,solo2,おかしな国のおかし屋さん,Okashi na Kuni no Okashiyasan,2,13,130.064516,153,24,0,0
2302,209,3209,1,Mimura Kanako,solo2,おかしな国のおかし屋さん,Okashi na Kuni no Okashiyasan,3,17,130.064516,316,60,12,0
2303,209,3209,1,Mimura Kanako,solo2,おかしな国のおかし屋さん,Okashi na Kuni no Okashiyasan,4,26,130.064516,382,163,138,0
2304,850,8050,3,Jougasaki Rika,collab,survival dAnce 〜no no cry more〜,survival dAnce ~no no cry more~,1,7,129.230769,114,10,0,0
2305,850,8050,3,Jougasaki Rika,collab,survival dAnce 〜no no cry more〜,survival dAnce ~no no cry more~,2,12,129.230769,159,36,0,0
2306,850,8050,3,Jougasaki Rika,collab,survival dAnce 〜no no cry more〜,survival dAnce ~no no cry more~,3,17,129.230769,244,84,36,0
2307,850,8050,3,Jougasaki Rika,collab,survival dAnce 〜no no cry more〜,survival dAnce ~no no cry more~,4,24,129.230769,189,128,224,0
2308,851,8051,1,Fujimoto Rina,collab,CRAZY GONNA CRAZY,CRAZY GONNA CRAZY,1,7,128.636364,48,60,0,0
2309,851,8051,1,Fujimoto Rina,collab,CRAZY GONNA CRAZY,CRAZY GONNA CRAZY,2,11,128.636364,86,68,0,0
2310,851,8051,1,Fujimoto Rina,collab,CRAZY GONNA CRAZY,CRAZY GONNA CRAZY,3,17,128.636364,211,79,32,0
2311,851,8051,1,Fujimoto Rina,collab,CRAZY GONNA CRAZY,CRAZY GONNA CRAZY,4,25,128.636364,351,130,104,0
2312,852,8052,3,Mukai Takumi,collab,Overnight Sensation 〜時代はあなたに委ねてる〜,Overnight Sensation ~Jidai wa Anata ni Yudaneteru,1,8,127.5,92,36,0,0
2313,852,8052,3,Mukai Takumi,collab,Overnight Sensation 〜時代はあなたに委ねてる〜,Overnight Sensation ~Jidai wa Anata ni Yudaneteru,2,13,127.5,162,56,0,0
2314,852,8052,3,Mukai Takumi,collab,Overnight Sensation 〜時代はあなたに委ねてる〜,Overnight Sensation ~Jidai wa Anata ni Yudaneteru,3,18,127.5,239,138,12,0
2315,852,8052,3,Mukai Takumi,collab,Overnight Sensation 〜時代はあなたに委ねてる〜,Overnight Sensation ~Jidai wa Anata ni Yudaneteru,4,25,127.5,263,193,105,0
2321,426,9034,3,"Sakurai Momoka, Seki Hiromi, Miyamoto Frederica, Akagi Miria, Aiba Yumi",,THE VILLAIN'S NIGHT,THE VILLAIN'S NIGHT,1,9,126.0,103,44,0,0
2322,426,9034,3,"Sakurai Momoka, Seki Hiromi, Miyamoto Frederica, Akagi Miria, Aiba Yumi",,THE VILLAIN'S NIGHT,THE VILLAIN'S NIGHT,2,14,126.0,145,84,0,0
2323,426,9034,3,"Sakurai Momoka, Seki Hiromi, Miyamoto Frederica, Akagi Miria, Aiba Yumi",,THE VILLAIN'S NIGHT,THE VILLAIN'S NIGHT,3,18,126.0,296,108,12,0
2324,426,9034,3,"Sakurai Momoka, Seki Hiromi, Miyamoto Frederica, Akagi Miria, Aiba Yumi",,THE VILLAIN'S NIGHT,THE VILLAIN'S NIGHT,4,27,126.0,336,71,355,0
2325,105,3062,2,Yamato Aki,solo,弾丸サバイバー,Dangan Survivor,1,8,127.0,79,46,0,0
2326,105,3062,2,Yamato Aki,solo,弾丸サバイバー,Dangan Survivor,2,13,127.0,157,46,0,0
2327,105,3062,2,Yamato Aki,solo,弾丸サバイバー,Dangan Survivor,3,19,127.0,229,86,38,0
2328,105,3062,2,Yamato Aki,solo,弾丸サバイバー,Dangan Survivor,4,26,127.0,434,86,113,0
2329,210,3210,2,Shirasaka Koume,solo2,Bloody Festa,Bloody Festa,1,8,127.41573,66,56,0,0
2330,210,3210,2,Shirasaka Koume,solo2,Bloody Festa,Bloody Festa,2,13,127.41573,114,84,0,0
2331,210,3210,2,Shirasaka Koume,solo2,Bloody Festa,Bloody Festa,3,18,127.41573,170,126,92,0
2332,210,3210,2,Shirasaka Koume,solo2,Bloody Festa,Bloody Festa,4,28,127.41573,408,168,256,0
2338,425,1059,2,"Shibuya Rin, Morikubo Nono, Yamato Aki",,さよならアンドロメダ,Sayonara Andromeda,1,7,127.078652,77,28,0,0
2339,425,1059,2,"Shibuya Rin, Morikubo Nono, Yamato Aki",,さよならアンドロメダ,Sayonara Andromeda,2,13,127.078652,174,40,0,0
2340,425,1059,2,"Shibuya Rin, Morikubo Nono, Yamato Aki",,さよならアンドロメダ,Sayonara Andromeda,3,17,127.078652,251,77,15,0
2341,425,1059,2,"Shibuya Rin, Morikubo Nono, Yamato Aki",,さよならアンドロメダ,Sayonara Andromeda,4,26,127.078652,271,344,49,0
2342,854,8054,4,"Shiragiku Hotaru, Takafuji Kako",collab,いつかの、 いくつかのきみとのせかい,Itsuka no Ikutsuka no Kimi to no Sekai,1,7,125.454545,46,52,0,0
2343,854,8054,4,"Shiragiku Hotaru, Takafuji Kako",collab,いつかの、 いくつかのきみとのせかい,Itsuka no Ikutsuka no Kimi to no Sekai,2,12,125.454545,76,102,0,0
2344,854,8054,4,"Shiragiku Hotaru, Takafuji Kako",collab,いつかの、 いくつかのきみとのせかい,Itsuka no Ikutsuka no Kimi to no Sekai,3,18,125.454545,189,145,34,0
2345,854,8054,4,"Shiragiku Hotaru, Takafuji Kako",collab,いつかの、 いくつかのきみとのせかい,Itsuka no Ikutsuka no Kimi to no Sekai,4,25,125.454545,297,178,65,0
2346,855,8055,1,Abe Nana,collab,碧いうさぎ,Aoi Usagi,1,6,129.76455,76,12,0,0
2347,855,8055,1,Abe Nana,collab,碧いうさぎ,Aoi Usagi,2,12,129.76455,134,20,0,0
2348,855,8055,1,Abe Nana,collab,碧いうさぎ,Aoi Usagi,3,17,129.76455,183,118,12,0
